"","AGEG","STATE","SEX","IMPRACE","METSD","Freq","YEAR"
"7820","25-34","32","Female","NH White","No",75339.9451649145,2013
"7821","35-44","32","Female","NH White","No",72453.4428961781,2013
"7822","45-54","32","Female","NH White","No",100099.150303106,2013
"7823","55-64","32","Female","NH White","No",99557.6807262992,2013
"7824",">65","32","Female","NH White","No",114597.218510016,2013
"7825","18-24","33","Female","NH White","No",53962.1110317565,2013
"7826","25-34","33","Female","NH White","No",64706.876386742,2013
"7827","35-44","33","Female","NH White","No",69225.0084105074,2013
"7828","45-54","33","Female","NH White","No",91516.3178303733,2013
"7829","55-64","33","Female","NH White","No",74941.4783742641,2013
"7830",">65","33","Female","NH White","No",76451.4940810245,2013
"7831","18-24","34","Female","NH White","No",180273.610663525,2013
"7832","25-34","34","Female","NH White","No",239029.276153069,2013
"7833","35-44","34","Female","NH White","No",283836.433870035,2013
"7834","45-54","34","Female","NH White","No",399556.005683838,2013
"7835","55-64","34","Female","NH White","No",320730.177835783,2013
"7836",">65","34","Female","NH White","No",386523.815944846,2013
"7837","18-24","35","Female","NH White","No",27354.13429072,2013
"7838","25-34","35","Female","NH White","No",42447.0261983132,2013
"7839","35-44","35","Female","NH White","No",40385.9138221668,2013
"7840","45-54","35","Female","NH White","No",58420.7389876341,2013
"7841","55-64","35","Female","NH White","No",56471.1640921248,2013
"7842",">65","35","Female","NH White","No",77144.6637067675,2013
"7843","18-24","36","Female","NH White","No",476323.632400085,2013
"7844","25-34","36","Female","NH White","No",729018.175661095,2013
"7845","35-44","36","Female","NH White","No",597091.490588141,2013
"7846","45-54","36","Female","NH White","No",801818.167493077,2013
"7847","55-64","36","Female","NH White","No",576959.814497452,2013
"7848",">65","36","Female","NH White","No",799379.10464757,2013
"7849","18-24","37","Female","NH White","No",271651.911281927,2013
"7850","25-34","37","Female","NH White","No",341698.319132589,2013
"7851","35-44","37","Female","NH White","No",343759.43476903,2013
"7852","45-54","37","Female","NH White","No",403357.324974909,2013
"7853","55-64","37","Female","NH White","No",338716.760697164,2013
"7854",">65","37","Female","NH White","No",451821.209666239,2013
"7855","18-24","38","Female","NH White","No",31254.9310155335,2013
"7856","25-34","38","Female","NH White","No",37879.4865810267,2013
"7857","35-44","38","Female","NH White","No",32097.1359158925,2013
"7858","45-54","38","Female","NH White","No",35137.579201053,2013
"7859","55-64","38","Female","NH White","No",33840.1378783156,2013
"7860",">65","38","Female","NH White","No",40012.6595343957,2013
"7861","18-24","39","Female","NH White","No",404151.725156425,2013
"7862","25-34","39","Female","NH White","No",533361.654818073,2013
"7863","35-44","39","Female","NH White","No",519431.542243289,2013
"7864","45-54","39","Female","NH White","No",594080.57105569,2013
"7865","55-64","39","Female","NH White","No",516344.938585608,2013
"7866",">65","39","Female","NH White","No",601773.101640413,2013
"7867","18-24","40","Female","NH White","No",114201.75255787,2013
"7868","25-34","40","Female","NH White","No",148597.652715066,2013
"7869","35-44","40","Female","NH White","No",143914.627893423,2013
"7870","45-54","40","Female","NH White","No",144965.238844393,2013
"7871","55-64","40","Female","NH White","No",139744.678361771,2013
"7872",">65","40","Female","NH White","No",179296.775970059,2013
"7873","18-24","41","Female","NH White","No",121530.264581812,2013
"7874","25-34","41","Female","NH White","No",189613.860573624,2013
"7875","35-44","41","Female","NH White","No",168537.771054209,2013
"7876","45-54","41","Female","NH White","No",188404.413711239,2013
"7877","55-64","41","Female","NH White","No",198842.631015546,2013
"7878",">65","41","Female","NH White","No",218139.486286572,2013
"7879","18-24","42","Female","NH White","No",425849.768438332,2013
"7880","25-34","42","Female","NH White","No",527103.58960569,2013
"7881","35-44","42","Female","NH White","No",551354.224640367,2013
"7882","45-54","42","Female","NH White","No",683379.981849016,2013
"7883","55-64","42","Female","NH White","No",562167.740071228,2013
"7884",">65","42","Female","NH White","No",745123.102909232,2013
"7885","18-24","44","Female","NH White","No",37526.9639041016,2013
"7886","25-34","44","Female","NH White","No",44058.9354610724,2013
"7887","35-44","44","Female","NH White","No",40799.0694189357,2013
"7888","45-54","44","Female","NH White","No",57504.7804776969,2013
"7889","55-64","44","Female","NH White","No",47737.9422125626,2013
"7890",">65","44","Female","NH White","No",60359.5506172023,2013
"7891","18-24","45","Female","NH White","No",130938.947471536,2013
"7892","25-34","45","Female","NH White","No",173767.394252449,2013
"7893","35-44","45","Female","NH White","No",171572.91583143,2013
"7894","45-54","45","Female","NH White","No",186865.947154296,2013
"7895","55-64","45","Female","NH White","No",158879.320843345,2013
"7896",">65","45","Female","NH White","No",202474.63171605,2013
"7897","18-24","46","Female","NH White","No",31231.6853906424,2013
"7898","25-34","46","Female","NH White","No",40556.9024072357,2013
"7899","35-44","46","Female","NH White","No",37762.2425260305,2013
"7900","45-54","46","Female","NH White","No",44180.669672224,2013
"7901","55-64","46","Female","NH White","No",36971.1345173997,2013
"7902",">65","46","Female","NH White","No",46511.6801628046,2013
"7903","18-24","47","Female","NH White","No",180287.695613478,2013
"7904","25-34","47","Female","NH White","No",274632.332152615,2013
"7905","35-44","47","Female","NH White","No",284027.131361149,2013
"7906","45-54","47","Female","NH White","No",299237.066274815,2013
"7907","55-64","47","Female","NH White","No",252730.477225135,2013
"7908",">65","47","Female","NH White","No",319741.894080989,2013
"7909","18-24","48","Female","NH White","No",459295.554645849,2013
"7910","25-34","48","Female","NH White","No",663569.499960139,2013
"7911","35-44","48","Female","NH White","No",675303.38462126,2013
"7912","45-54","48","Female","NH White","No",752549.462236411,2013
"7913","55-64","48","Female","NH White","No",613835.897050662,2013
"7914",">65","48","Female","NH White","No",806176.255339183,2013
"7915","18-24","49","Female","NH White","No",125825.813742545,2013
"7916","25-34","49","Female","NH White","No",168748.170791489,2013
"7917","35-44","49","Female","NH White","No",133264.026807732,2013
"7918","45-54","49","Female","NH White","No",110983.233611591,2013
"7919","55-64","49","Female","NH White","No",93281.076967976,2013
"7920",">65","49","Female","NH White","No",106070.002149915,2013
"7921","18-24","50","Female","NH White","No",29801.7262862285,2013
"7922","25-34","50","Female","NH White","No",31484.9958567151,2013
"7923","35-44","50","Female","NH White","No",33455.0380621325,2013
"7924","45-54","50","Female","NH White","No",41070.7020606484,2013
"7925","55-64","50","Female","NH White","No",37992.9447366125,2013
"7926",">65","50","Female","NH White","No",38396.807657295,2013
"7927","18-24","51","Female","NH White","No",206075.765922119,2013
"7928","25-34","51","Female","NH White","No",313430.342220721,2013
"7929","35-44","51","Female","NH White","No",291685.989205924,2013
"7930","45-54","51","Female","NH White","No",370493.529290492,2013
"7931","55-64","51","Female","NH White","No",282260.674680539,2013
"7932",">65","51","Female","NH White","No",362852.060020466,2013
"7933","18-24","53","Female","NH White","No",200310.830663869,2013
"7934","25-34","53","Female","NH White","No",303032.876173608,2013
"7935","35-44","53","Female","NH White","No",267173.233814405,2013
"7936","45-54","53","Female","NH White","No",331712.770237693,2013
"7937","55-64","53","Female","NH White","No",305402.960156517,2013
"7938",">65","53","Female","NH White","No",333410.641141131,2013
"7939","18-24","54","Female","NH White","No",72716.7463143089,2013
"7940","25-34","54","Female","NH White","No",93867.5330231169,2013
"7941","35-44","54","Female","NH White","No",96304.6494718806,2013
"7942","45-54","54","Female","NH White","No",96344.0027936905,2013
"7943","55-64","54","Female","NH White","No",86210.5294199266,2013
"7944",">65","54","Female","NH White","No",109503.475205851,2013
"7945","18-24","55","Female","NH White","No",229219.310805353,2013
"7946","25-34","55","Female","NH White","No",256623.04027067,2013
"7947","35-44","55","Female","NH White","No",258017.944961043,2013
"7948","45-54","55","Female","NH White","No",343199.943336012,2013
"7949","55-64","55","Female","NH White","No",275752.428730342,2013
"7950",">65","55","Female","NH White","No",288499.2818073,2013
"7951","18-24","56","Female","NH White","No",17868.3566075278,2013
"7952","25-34","56","Female","NH White","No",30924.9809364001,2013
"7953","35-44","56","Female","NH White","No",28415.2500710554,2013
"7954","45-54","56","Female","NH White","No",31636.2744391214,2013
"7955","55-64","56","Female","NH White","No",28075.1028828957,2013
"7956",">65","56","Female","NH White","No",28721.2156298396,2013
"7957","18-24","1","Male","NH Black","No",62114.5031806935,2013
"7958","25-34","1","Male","NH Black","No",89314.3180248176,2013
"7959","35-44","1","Male","NH Black","No",82141.7640139319,2013
"7960","45-54","1","Male","NH Black","No",44680.2189915204,2013
"7961","55-64","1","Male","NH Black","No",36528.6723520108,2013
"7962",">65","1","Male","NH Black","No",31230.6585363999,2013
"7963","18-24","2","Male","NH Black","No",907.789855937362,2013
"7964","25-34","2","Male","NH Black","No",2188.4032365499,2013
"7965","35-44","2","Male","NH Black","No",650.188583034779,2013
"7966","45-54","2","Male","NH Black","No",2075.52715210802,2013
"7967","55-64","2","Male","NH Black","No",1187.02501720883,2013
"7968",">65","2","Male","NH Black","No",0,2013
"7969","18-24","4","Male","NH Black","No",15918.4322362299,2013
"7970","25-34","4","Male","NH Black","No",17121.9549932843,2013
"7971","35-44","4","Male","NH Black","No",36255.9879045288,2013
"7972","45-54","4","Male","NH Black","No",14815.6863692603,2013
"7973","55-64","4","Male","NH Black","No",1813.40774998798,2013
"7974",">65","4","Male","NH Black","No",11440.2490762091,2013
"7975","18-24","5","Male","NH Black","No",21572.350504396,2013
"7976","25-34","5","Male","NH Black","No",30292.7501669011,2013
"7977","35-44","5","Male","NH Black","No",18629.8753745882,2013
"7978","45-54","5","Male","NH Black","No",12520.4945854518,2013
"7979","55-64","5","Male","NH Black","No",12738.7274877272,2013
"7980",">65","5","Male","NH Black","No",7077.88312380556,2013
"7981","18-24","6","Male","NH Black","No",66482.9334373928,2013
"7982","25-34","6","Male","NH Black","No",84322.763149687,2013
"7983","35-44","6","Male","NH Black","No",121516.534073571,2013
"7984","45-54","6","Male","NH Black","No",121917.195935834,2013
"7985","55-64","6","Male","NH Black","No",106749.904586981,2013
"7986",">65","6","Male","NH Black","No",115791.090737685,2013
"7987","18-24","8","Male","NH Black","No",12717.8280946377,2013
"7988","25-34","8","Male","NH Black","No",17438.8502873713,2013
"7989","35-44","8","Male","NH Black","No",12175.3421739652,2013
"7990","45-54","8","Male","NH Black","No",11807.1437361287,2013
"7991","55-64","8","Male","NH Black","No",8041.80360206013,2013
"7992",">65","8","Male","NH Black","No",3615.25815001277,2013
"7993","18-24","9","Male","NH Black","No",11016.96956286,2013
"7994","25-34","9","Male","NH Black","No",24617.7629931834,2013
"7995","35-44","9","Male","NH Black","No",23299.6925361432,2013
"7996","45-54","9","Male","NH Black","No",19884.802691986,2013
"7997","55-64","9","Male","NH Black","No",15205.111040793,2013
"7998",">65","9","Male","NH Black","No",6589.55906330018,2013
"7999","18-24","10","Male","NH Black","No",12070.5107170115,2013
"8000","25-34","10","Male","NH Black","No",10111.5997715464,2013
"8001","35-44","10","Male","NH Black","No",9352.23421530555,2013
"8002","45-54","10","Male","NH Black","No",10475.4513633808,2013
"8003","55-64","10","Male","NH Black","No",6421.38189217467,2013
"8004",">65","10","Male","NH Black","No",5379.41239432007,2013
"8005","18-24","11","Male","NH Black","No",16726.3204938515,2013
"8006","25-34","11","Male","NH Black","No",18791.1117809291,2013
"8007","35-44","11","Male","NH Black","No",16284.2305253423,2013
"8008","45-54","11","Male","NH Black","No",17600.8529164137,2013
"8009","55-64","11","Male","NH Black","No",13737.4185671402,2013
"8010",">65","11","Male","NH Black","No",10500.2215617719,2013
"8011","18-24","12","Male","NH Black","No",181271.42411402,2013
"8012","25-34","12","Male","NH Black","No",165757.305225678,2013
"8013","35-44","12","Male","NH Black","No",156641.12002456,2013
"8014","45-54","12","Male","NH Black","No",159263.583826304,2013
"8015","55-64","12","Male","NH Black","No",88954.9587267897,2013
"8016",">65","12","Male","NH Black","No",50403.2401558401,2013
"8017","18-24","13","Male","NH Black","No",161145.060957174,2013
"8018","25-34","13","Male","NH Black","No",177353.612668486,2013
"8019","35-44","13","Male","NH Black","No",171426.277380511,2013
"8020","45-54","13","Male","NH Black","No",158237.722722559,2013
"8021","55-64","13","Male","NH Black","No",100956.572978074,2013
"8022",">65","13","Male","NH Black","No",53939.3750928309,2013
"8023","18-24","15","Male","NH Black","No",911.710235050923,2013
"8024","25-34","15","Male","NH Black","No",2851.83623849561,2013
"8025","35-44","15","Male","NH Black","No",897.869911245894,2013
"8026","45-54","15","Male","NH Black","No",164.199396464395,2013
"8027","55-64","15","Male","NH Black","No",707.485393095161,2013
"8028",">65","15","Male","NH Black","No",144.127826426888,2013
"8029","18-24","16","Male","NH Black","No",1266.23482194679,2013
"8030","25-34","16","Male","NH Black","No",1008.81109379772,2013
"8031","35-44","16","Male","NH Black","No",1822.66974582727,2013
"8032","45-54","16","Male","NH Black","No",130.451296985046,2013
"8033","55-64","16","Male","NH Black","No",777.619466463556,2013
"8034",">65","16","Male","NH Black","No",67.8471795454559,2013
